Degree,Specialization,Critical Thinking,Analytical Reasoning,Problem Solving,Logical Reasoning,Research Skills,Data Interpretation,Quantitative Analysis,Decision Making,Creativity & Innovation,Strategic Thinking,Written Communication,Verbal Communication,Presentation Skills,Public Speaking,Negotiation,Teamwork,Cross-Cultural Communication,Interpersonal Skills,Conflict Resolution,Emotional Intelligence,Self-Learning,Adaptability,Curiosity,Growth Mindset,Time Management,Attention to Detail,Organization Skills,Resilience,Self-Motivation,Business Management,Economics,Psychology,Sociology,Political Science,Environmental Studies,Biology,Chemistry,Physics,Mathematics,Computer Literacy,Statistics,Finance & Accounting,Marketing & Branding,Human Resource Management,Digital Literacy,Sustainability Awareness,Global Awareness,Leadership,Project Management,Ethical Reasoning,Social Responsibility,Cultural Awareness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postgraduate Diploma,Landscape Design,0.02364,0.02128,0.02364,0.01891,0.02128,0.01891,0.01655,0.02128,0.02364,0.02364,0.02128,0.02128,0.02364,0.02128,0.01655,0.02364,0.01891,0.02128,0.01891,0.01891,0.02128,0.02128,0.02364,0.02128,0.02128,0.02364,0.02128,0.02128,0.02128,0.01418,0.01182,0.01418,0.01891,0.01655,0.02364,0.00473,0.00236,0.00709,0.01655,0.02128,0.01418,0.00709,0.00946,0.00709,0.02128,0.02364,0.02128,0.01891,0.02128,0.02364,0.02364,0.02128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diploma,UI / UX,0.02685,0.02685,0.02953,0.02416,0.02148,0.02148,0.01879,0.02416,0.03221,0.02148,0.02416,0.02416,0.02148,0.01611,0.01342,0.02685,0.01879,0.02416,0.01879,0.02148,0.02953,0.02685,0.02953,0.02953,0.02685,0.02953,0.02685,0.02685,0.02953,0.00805,0.00537,0.01074,0.00537,0.00268,0.00268,0.00268,0.00268,0.00268,0.02953,0.02685,0.01879,0.00805,0.00537,0.00805,0.02953,0.00805,0.01074,0.01879,0.02416,0.02685,0.01879,0.01611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,Chartered Accountant (CA),0.02321,0.0258,0.02321,0.02321,0.02064,0.0258,0.02838,0.02838,0.01032,0.02064,0.02321,0.02321,0.02064,0.01548,0.01548,0.02321,0.01806,0.02321,0.02064,0.02064,0.0258,0.0258,0.02321,0.0258,0.02838,0.03096,0.02838,0.02838,0.02838,0.02064,0.01806,0.00516,0.00516,0.00258,0.00258,0.00258,0.00258,0.00258,0.01548,0.02321,0.0258,0.03096,0.01032,0.00774,0.0258,0.00774,0.01032,0.01806,0.02064,0.02838,0.0258,0.01806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,General,0.02336,0.0257,0.02336,0.02103,0.02103,0.0257,0.02804,0.0257,0.01402,0.02103,0.02336,0.02336,0.02103,0.01636,0.01636,0.02336,0.01869,0.02336,0.02103,0.02103,0.0257,0.0257,0.02336,0.0257,0.02804,0.02804,0.02804,0.02804,0.02804,0.02103,0.02103,0.00701,0.00701,0.00467,0.00467,0.00234,0.00234,0.00234,0.01168,0.02336,0.02336,0.02804,0.01402,0.01168,0.0257,0.00935,0.01168,0.01869,0.02103,0.0257,0.02336,0.01869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Engineering,Information Science and Engineering,0.02907,0.02907,0.03198,0.03198,0.02326,0.02326,0.02616,0.02616,0.02326,0.01744,0.02035,0.02035,0.01744,0.01453,0.01163,0.02616,0.01744,0.02326,0.02035,0.02035,0.03198,0.02907,0.02907,0.02907,0.02907,0.03198,0.02907,0.02907,0.03198,0.00872,0.00581,0.00291,0.00291,0.00291,0.00291,0.00291,0.00291,0.00581,0.03198,0.03198,0.02035,0.00581,0.00291,0.00581,0.03198,0.01163,0.01453,0.01744,0.02326,0.02616,0.01744,0.01453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Engineering,Computer Science & Engineering (Data Science),0.02941,0.02941,0.03235,0.03235,0.02941,0.02941,0.02941,0.02647,0.02353,0.02059,0.01765,0.01765,0.01471,0.01176,0.00882,0.02059,0.01471,0.01765,0.01471,0.01471,0.03235,0.02941,0.03235,0.03235,0.02647,0.02941,0.02647,0.02647,0.03235,0.00882,0.00882,0.00588,0.00294,0.00294,0.00294,0.00294,0.00294,0.00588,0.02647,0.03235,0.03235,0.00588,0.00294,0.00294,0.03235,0.01176,0.01176,0.01765,0.02353,0.02647,0.02059,0.01765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Engineering,Artificial Intelligence and Machine Learning Engineering,0.02941,0.02941,0.03235,0.03235,0.02941,0.02941,0.02941,0.02647,0.02353,0.02059,0.01765,0.01765,0.01471,0.01176,0.00882,0.02059,0.01471,0.01765,0.01471,0.01471,0.03235,0.02941,0.03235,0.03235,0.02647,0.02941,0.02647,0.02647,0.03235,0.00882,0.00882,0.00588,0.00294,0.00294,0.00294,0.00294,0.00294,0.00588,0.02941,0.03235,0.03235,0.00588,0.00294,0.00294,0.03235,0.01176,0.01176,0.01765,0.02353,0.02647,0.02059,0.01765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Engineering,Civil Engineering,0.02801,0.02801,0.03081,0.02801,0.02521,0.02241,0.02801,0.02801,0.01681,0.02241,0.02241,0.01961,0.01961,0.01681,0.01681,0.02801,0.01681,0.02241,0.01961,0.01961,0.02521,0.02521,0.02521,0.02521,0.02801,0.03081,0.03081,0.02801,0.02801,0.0112,0.0084,0.0028,0.0028,0.0028,0.01961,0.0028,0.0056,0.01961,0.02801,0.02241,0.01961,0.0056,0.0028,0.0028,0.02241,0.01961,0.01401,0.01961,0.02801,0.02801,0.02241,0.01681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Engineering,Robotics and Automation,0.02801,0.02801,0.02801,0.02801,0.02521,0.02521,0.02801,0.02521,0.02521,0.02241,0.01961,0.01961,0.01681,0.01401,0.01401,0.02801,0.01681,0.01961,0.01681,0.01681,0.02801,0.02801,0.02801,0.02801,0.02801,0.02801,0.02801,0.02521,0.02801,0.0112,0.0084,0.0028,0.0028,0.0028,0.0084,0.0028,0.0028,0.02801,0.02801,0.02801,0.02521,0.0056,0.0028,0.0028,0.02801,0.01681,0.01681,0.02241,0.02801,0.02801,0.01681,0.01681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Engineering,Cyber Security,0.02786,0.02786,0.03064,0.03064,0.02507,0.02228,0.02228,0.02786,0.01671,0.02228,0.0195,0.0195,0.01671,0.01393,0.01114,0.02507,0.0195,0.02228,0.02228,0.0195,0.03064,0.03064,0.02786,0.02786,0.02786,0.03064,0.02786,0.03064,0.03064,0.00836,0.00557,0.00557,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.02786,0.03064,0.02507,0.00557,0.00279,0.00279,0.03064,0.01671,0.0195,0.0195,0.02507,0.02786,0.02507,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Engineering,Electrical And Electronics Engineering,0.02877,0.02877,0.03165,0.02877,0.0259,0.02302,0.02877,0.02877,0.01727,0.02014,0.02014,0.01727,0.01727,0.01439,0.01151,0.0259,0.01727,0.02014,0.01727,0.01727,0.02877,0.02877,0.02877,0.02877,0.02877,0.03165,0.02877,0.02877,0.03165,0.00863,0.00863,0.00288,0.00288,0.00288,0.00575,0.00288,0.00575,0.0259,0.03165,0.0259,0.02014,0.00575,0.00288,0.00288,0.0259,0.01439,0.01151,0.01727,0.02302,0.0259,0.01727,0.01439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Engineering,Artificial Intelligence and Machine Learning,0.02941,0.02941,0.03235,0.03235,0.02941,0.02941,0.02941,0.02647,0.02353,0.02059,0.01765,0.01765,0.01471,0.01176,0.00882,0.02059,0.01471,0.01765,0.01471,0.01471,0.03235,0.02941,0.03235,0.03235,0.02647,0.02941,0.02647,0.02647,0.03235,0.00882,0.00882,0.00588,0.00294,0.00294,0.00294,0.00294,0.00294,0.00588,0.02941,0.03235,0.03235,0.00588,0.00294,0.00294,0.03235,0.01176,0.01176,0.01765,0.02353,0.02647,0.02059,0.01765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Engineering,Data Science,0.02941,0.02941,0.03235,0.03235,0.02941,0.02941,0.02941,0.02647,0.02353,0.02059,0.01765,0.01765,0.01471,0.01176,0.00882,0.02059,0.01471,0.01765,0.01471,0.01471,0.03235,0.02941,0.03235,0.03235,0.02647,0.02941,0.02647,0.02647,0.03235,0.00882,0.00882,0.00588,0.00294,0.00294,0.00294,0.00294,0.00294,0.00588,0.02647,0.03235,0.03235,0.00588,0.00294,0.00294,0.03235,0.01176,0.01176,0.01765,0.02353,0.02647,0.02059,0.01765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Technology,Electrical & Electronics Engineering,0.02877,0.02877,0.03165,0.02877,0.0259,0.02302,0.02877,0.02877,0.01727,0.02014,0.02014,0.01727,0.01727,0.01439,0.01151,0.0259,0.01727,0.02014,0.01727,0.01727,0.02877,0.02877,0.02877,0.02877,0.02877,0.03165,0.02877,0.02877,0.03165,0.00863,0.00863,0.00288,0.00288,0.00288,0.00575,0.00288,0.00575,0.0259,0.03165,0.0259,0.02014,0.00575,0.00288,0.00288,0.0259,0.01439,0.01151,0.01727,0.02302,0.0259,0.01727,0.01439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Technology,Electronics and Communication Engineering,0.02849,0.02849,0.03134,0.02849,0.02564,0.02279,0.02849,0.02849,0.01994,0.02279,0.02014,0.01994,0.01709,0.01424,0.01139,0.02564,0.01709,0.02279,0.01709,0.01709,0.02849,0.02849,0.02849,0.02849,0.02849,0.03134,0.02849,0.02849,0.03134,0.00855,0.0057,0.00285,0.00285,0.00285,0.00285,0.00285,0.0057,0.01994,0.02279,0.02849,0.02279,0.0057,0.00285,0.00285,0.02849,0.01139,0.01139,0.01709,0.02279,0.02564,0.01994,0.01709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Technology,Computer Science & Engineering (AI & ML),0.02941,0.02941,0.03235,0.03235,0.02941,0.02941,0.02941,0.02647,0.02353,0.02059,0.01765,0.01765,0.01471,0.01176,0.00882,0.02059,0.01471,0.01765,0.01471,0.01471,0.03235,0.02941,0.03235,0.03235,0.02647,0.02941,0.02647,0.02647,0.03235,0.00882,0.00882,0.00588,0.00294,0.00294,0.00294,0.00294,0.00294,0.00588,0.02941,0.03235,0.03235,0.00588,0.00294,0.00294,0.03235,0.01176,0.01176,0.01765,0.02353,0.02647,0.02059,0.01765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Technology,Computer Science and Engineering (AI and Data Science),0.02941,0.02941,0.03235,0.03235,0.02941,0.02941,0.02941,0.02647,0.02353,0.02059,0.01765,0.01765,0.01471,0.01176,0.00882,0.02059,0.01471,0.01765,0.01471,0.01471,0.03235,0.02941,0.03235,0.03235,0.02647,0.02941,0.02647,0.02647,0.03235,0.00882,0.00882,0.00588,0.00294,0.00294,0.00294,0.00294,0.00294,0.00588,0.02647,0.03235,0.03235,0.00588,0.00294,0.00294,0.03235,0.01176,0.01176,0.01765,0.02353,0.02647,0.02059,0.01765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Technology,Computer Science & Engineering,0.02907,0.02907,0.03198,0.03198,0.02326,0.02326,0.02616,0.02616,0.02326,0.01744,0.02035,0.02035,0.01744,0.01453,0.01163,0.02616,0.01744,0.02326,0.02035,0.02035,0.03198,0.02907,0.02907,0.02907,0.02907,0.03198,0.02907,0.02907,0.03198,0.00872,0.00581,0.00291,0.00291,0.00291,0.00291,0.00291,0.00291,0.00581,0.03198,0.03198,0.02035,0.00581,0.00291,0.00581,0.03198,0.01163,0.01453,0.01744,0.02326,0.02616,0.01744,0.01453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Technology,Computer Science & Engineering (Data Science),0.02941,0.02941,0.03235,0.03235,0.02941,0.02941,0.02941,0.02647,0.02353,0.02059,0.01765,0.01765,0.01471,0.01176,0.00882,0.02059,0.01471,0.01765,0.01471,0.01471,0.03235,0.02941,0.03235,0.03235,0.02647,0.02941,0.02647,0.02647,0.03235,0.00882,0.00882,0.00588,0.00294,0.00294,0.00294,0.00294,0.00294,0.00588,0.02647,0.03235,0.03235,0.00588,0.00294,0.00294,0.03235,0.01176,0.01176,0.01765,0.02353,0.02647,0.02059,0.01765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Computer Applications,General,0.02971,0.02971,0.03301,0.03301,0.02311,0.02311,0.02641,0.02641,0.02311,0.02311,0.02641,0.02641,0.02311,0.01981,0.0165,0.02971,0.01981,0.02641,0.02311,0.02311,0.03301,0.02971,0.02971,0.02971,0.02971,0.03301,0.02971,0.02971,0.03301,0.01321,0.0066,0.0066,0.0066,0.0033,0.0033,0.0033,0.0033,0.0033,0.02971,0.03301,0.02641,0.0099,0.0066,0.0066,0.03301,0.01321,0.0165,0.01981,0.02641,0.02971,0.01981,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Computer Applications,Artificial Intelligence and Machine Learning,0.02703,0.02703,0.02973,0.02973,0.02703,0.02703,0.02703,0.02432,0.02162,0.02162,0.01892,0.01892,0.01622,0.01351,0.01081,0.02162,0.01622,0.01892,0.01622,0.01622,0.02973,0.02973,0.02973,0.02973,0.02703,0.02973,0.02703,0.02703,0.02973,0.00811,0.00541,0.00541,0.0027,0.0027,0.0027,0.0027,0.0027,0.00541,0.02973,0.02973,0.02973,0.00541,0.0027,0.0027,0.02973,0.01081,0.01351,0.01892,0.02432,0.02703,0.01892,0.01622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Computer Applications,Cloud Computing and Cyber Security,0.02762,0.02762,0.029,0.029,0.02348,0.0221,0.0221,0.02624,0.01657,0.0221,0.01934,0.01934,0.01657,0.01381,0.01105,0.02486,0.01934,0.0221,0.02072,0.01934,0.029,0.029,0.02762,0.02762,0.02624,0.03039,0.02762,0.029,0.029,0.00829,0.00552,0.00414,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.02762,0.029,0.02486,0.00552,0.00276,0.00276,0.03039,0.01519,0.01796,0.01934,0.02486,0.02762,0.02348,0.01796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Computer Applications,Data Science,0.02703,0.02703,0.02973,0.02973,0.02703,0.02973,0.02973,0.02703,0.01892,0.02162,0.01892,0.01892,0.01622,0.01081,0.00811,0.02162,0.01622,0.01892,0.01622,0.01622,0.02973,0.02973,0.02973,0.02973,0.02703,0.02973,0.02703,0.02703,0.02973,0.00811,0.00811,0.00541,0.0027,0.0027,0.0027,0.0027,0.0027,0.00541,0.02973,0.02973,0.02973,0.00811,0.0027,0.0027,0.02973,0.01081,0.01351,0.01892,0.02432,0.02703,0.01892,0.01622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Technology,Information Technology,0.02907,0.02907,0.03198,0.03198,0.02326,0.02326,0.02616,0.02616,0.02326,0.01744,0.02035,0.02035,0.01744,0.01453,0.01163,0.02616,0.01744,0.02326,0.02035,0.02035,0.03198,0.02907,0.02907,0.02907,0.02907,0.03198,0.02907,0.02907,0.03198,0.00872,0.00581,0.00291,0.00291,0.00291,0.00291,0.00291,0.00291,0.00581,0.03198,0.03198,0.02035,0.00581,0.00291,0.00581,0.03198,0.01163,0.01453,0.01744,0.02326,0.02616,0.01744,0.01453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,Software Engineering,0.02907,0.02907,0.03198,0.03198,0.02326,0.02326,0.02616,0.02616,0.02326,0.01744,0.02035,0.02035,0.01744,0.01453,0.01163,0.02616,0.01744,0.02326,0.02035,0.02035,0.03198,0.02907,0.02907,0.02907,0.02907,0.03198,0.02907,0.02907,0.03198,0.00872,0.00581,0.00291,0.00291,0.00291,0.00291,0.00291,0.00291,0.00581,0.03198,0.03198,0.02035,0.00581,0.00291,0.00581,0.03198,0.01163,0.01453,0.01744,0.02326,0.02616,0.01744,0.01453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,VFX,0.02198,0.02198,0.02442,0.01953,0.01709,0.01709,0.01221,0.02198,0.03422,0.01953,0.02198,0.02198,0.02198,0.01709,0.01221,0.02686,0.01953,0.02442,0.01709,0.01953,0.02686,0.02442,0.02686,0.02686,0.02442,0.03178,0.02442,0.02442,0.02686,0.00977,0.00488,0.00732,0.00488,0.00244,0.00488,0.00244,0.00244,0.00244,0.00488,0.03178,0.01465,0.00488,0.00732,0.00488,0.03422,0.00977,0.00732,0.01709,0.02198,0.01953,0.01709,0.01709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Technology,Computer Science and Technology,0.02907,0.02907,0.03198,0.03198,0.02326,0.02326,0.02616,0.02616,0.02326,0.01744,0.02035,0.02035,0.01744,0.01453,0.01163,0.02616,0.01744,0.02326,0.02035,0.02035,0.03198,0.02907,0.02907,0.02907,0.02907,0.03198,0.02907,0.02907,0.03198,0.00872,0.00581,0.00291,0.00291,0.00291,0.00291,0.00291,0.00291,0.00581,0.03198,0.03198,0.02035,0.00581,0.00291,0.00581,0.03198,0.01163,0.01453,0.01744,0.02326,0.02616,0.01744,0.01453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Design,General,0.02488,0.02239,0.02488,0.0199,0.0199,0.01741,0.01493,0.02488,0.03483,0.02488,0.02488,0.02488,0.02488,0.0199,0.01741,0.02736,0.0199,0.02488,0.01741,0.0199,0.02736,0.02488,0.02985,0.02985,0.02488,0.02985,0.02736,0.02736,0.02985,0.01244,0.00746,0.00995,0.00746,0.00498,0.00746,0.00249,0.00249,0.00249,0.00498,0.02736,0.01244,0.00498,0.00995,0.00746,0.02985,0.01244,0.01244,0.0199,0.02488,0.02239,0.0199,0.0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Arts,General,0.02587,0.02328,0.02328,0.0207,0.02587,0.0207,0.01552,0.02328,0.0207,0.0207,0.02587,0.02587,0.02328,0.0207,0.01552,0.02328,0.02328,0.02587,0.0207,0.02328,0.02587,0.02587,0.02587,0.02587,0.02328,0.02328,0.02328,0.02587,0.02587,0.01035,0.01035,0.01294,0.01552,0.01294,0.01035,0.00517,0.00259,0.00259,0.00517,0.01811,0.01294,0.00517,0.00517,0.00776,0.0207,0.01294,0.01552,0.01811,0.0207,0.02587,0.02587,0.02328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Technology,Computer Science and Engineering (Data Science),0.02941,0.02941,0.03235,0.03235,0.02941,0.02941,0.02941,0.02647,0.02353,0.02059,0.01765,0.01765,0.01471,0.01176,0.00882,0.02059,0.01471,0.01765,0.01471,0.01471,0.03235,0.02941,0.03235,0.03235,0.02647,0.02941,0.02647,0.02647,0.03235,0.00882,0.00882,0.00588,0.00294,0.00294,0.00294,0.00294,0.00294,0.00588,0.02647,0.03235,0.03235,0.00588,0.00294,0.00294,0.03235,0.01176,0.01176,0.01765,0.02353,0.02647,0.02059,0.01765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
